PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
15048,1,3,"Devore, Verlene",female,4.0,1,1,18396,31.94,,S
76126,0,2,"Juarez, Robert",male,26.0,1,0,PC 11011,206.39,A13313,S
5848,1,1,"Holland, Michael",male,53.0,0,0,370324,24.71,,S
60491,0,3,"Thompson, Harold",male,20.0,0,0,27655,9.97,C15833,S
61657,0,1,"Styers, Carol",female,3.0,0,0,192346,84.36,C7983,S
79519,0,3,"Byron, Clarence",male,43.0,0,0,442994,7.22,,S
66929,0,3,"Armendarez, Carlos",male,,0,0,,8.66,,S
16913,0,2,"Ingole, Lewis",male,60.0,0,0,C 320039,8.38,,S
94663,1,1,"Forcello, Mike",male,55.0,0,0,11156,23.72,A1374,S
12596,1,1,"Lewis, Iva",female,67.0,0,0,439697,10.26,C2366,C
18907,0,3,"Dickerman, Ronald",male,,0,4,A. 409258,28.62,,S
47557,0,3,"Hunt, Ann",female,8.0,0,0,38373,9.71,,S
35385,0,1,"Allen, Robert",male,43.0,0,0,16891,30.44,F18896,S
52733,1,1,"Marrero, Ashley",female,66.0,1,0,15006,58.56,,Q
27078,0,3,"Jones, Alfonso",male,18.0,0,0,24714,7.96,,S
19706,1,1,"Evans, Robert",male,40.0,1,0,13344,95.9,C6136,S
3536,0,1,"Mcknight, Joseph",male,2.0,2,1,PP 11521,117.81,B18093,S
78118,0,3,"Leighton, Julie",female,22.0,0,0,468649,,C20323,C
16061,1,3,"Woodie, Kim",female,0.17,1,1,430187,28.06,,S
34865,1,2,"Patel, Sherman",male,32.0,0,0,464671,63.48,C11599,C
52133,0,3,"Lee, Trent",male,24.0,1,0,405409,28.32,,S
42416,0,3,"Roberson, Richard",male,22.0,0,0,447939,5.56,,S
11346,0,1,"Puulei, Louis",male,31.0,1,2,458198,80.43,B5652,S
7817,0,3,"Hamilton, Bryan",male,62.0,1,0,22164,25.64,,S
85215,1,1,"Whitley, Quentin",male,53.0,0,0,30584,22.36,D18449,C
68636,1,1,"Weathersby, Ella",female,68.0,0,0,PC 10398,49.3,B9885,Q
79283,1,2,"Rubio, Christine",female,15.0,0,1,348203,34.48,,C
46318,0,2,"Williams, Thomas",male,56.0,1,1,7448,8.8,,S
47826,0,3,"Frank, Vicente",male,56.0,0,0,311718,11.15,,S
23133,0,3,"Bracamonte, Ralph",male,28.0,0,0,13339,10.36,,S
67972,1,1,"Watson, Elois",female,76.0,0,2,341632,112.9,B13752,Q
28607,0,3,"Sturman, Richard",male,26.0,0,0,C.A. 295908,9.36,,S
88766,1,1,"Miller, Jennifer",female,34.0,0,0,13118,237.22,E12966,C
32840,0,3,"Wallace, Grady",male,27.0,0,0,CA. 11682,23.54,,S
59977,1,1,"Parker, Peggy",female,33.0,1,0,244613,87.22,C3813,C
84899,0,3,"Ewert, Rodney",male,38.0,0,0,51471,7.38,,S
84596,0,2,"Ward, Scott",male,34.0,0,0,9824,19.07,,S
18933,1,1,"Davis, Lori",female,51.0,1,0,PC 448404,222.82,C9511,S
61401,1,1,"Porter, Anthony",male,42.0,0,0,11089,77.67,C16063,S
6693,0,3,"Chong, Lawrence",male,19.0,0,0,22370,8.04,,S
43016,1,3,"Brown, Nell",female,64.0,0,0,322341,12.55,,S
57911,0,3,"Desmarais, Clyde",male,25.0,0,0,SC/AH 10066,28.06,,S
80778,1,2,"Ward, Eva",female,73.0,0,0,CA. 3952038,14.65,,S
19928,0,3,"Puckett, Kirk",male,46.0,0,0,13306,29.42,,S
93376,1,1,"Davis, Mark",male,37.0,0,0,377845,31.44,D6714,C
44173,1,1,"Duke, Janet",female,42.0,0,0,27514,10.52,,C
31704,0,3,"Qualls, Rex",male,51.0,0,0,A/5. 38782,8.32,,S
85844,1,2,"Smith, Virginia",female,42.0,2,0,471520,9.51,,S
96457,0,3,"Caswell, Carolyn",female,3.0,1,2,30077,25.16,,S
49061,0,3,"Ford, Laura",female,25.0,1,1,,30.39,,S
74850,1,1,"Denney, Susan",female,58.0,0,0,24461,73.3,C15395,C
48651,1,1,"Miller, Fiona",female,42.0,0,0,482111,28.88,E19005,C
62492,0,3,"Allen, Nicholas",male,55.0,1,0,21040,493.22,,S
96640,1,2,"Noble, Robert",male,38.0,0,1,6536,20.72,,S
74287,0,1,"Gross, Anthony",male,31.0,0,0,62745,62.62,C7320,C
32050,1,2,"Farrow, Aurora",female,42.0,0,1,408047,10.19,,S
78057,1,2,"Mench, Claudia",female,14.0,0,0,470181,25.92,,C
90553,1,1,"Buchner, Nancy",female,24.0,1,0,30006,28.77,C12655,C
25192,0,1,"Latsko, Robert",male,49.0,1,0,12581,152.75,A5742,S
14778,1,1,"Saunder, Tommy",male,59.0,1,2,CA. 37638,27.38,A12434,S
78159,0,3,"Hickman, Karen",female,37.0,0,0,,9.98,,S
26975,1,2,"Cook, Jose",male,23.0,0,0,402186,10.25,,S
59639,0,2,"Reber, Gene",male,52.0,0,0,453165,8.78,,S
7094,0,3,"Forster, Tobi",female,30.0,0,0,211081,6.23,,C
32443,1,1,"Gabaldon, Robin",female,42.0,0,0,PC 3876402,33.12,C14622,S
94774,0,2,"Johnson, Justin",male,44.0,1,0,59020,26.2,,S
38893,0,2,"Fleetwood, Wayne",male,26.0,2,1,C.A. 442275,12.86,,S
26272,0,3,"Authement, Teresa",female,,0,3,389507,27.83,E13407,Q
64642,0,1,"Stough, John",male,52.0,0,0,10931,26.62,B7745,Q
59745,0,3,"Robles, Teresa",female,18.0,0,0,8879,12.85,,S
83715,0,3,"Salinas, Joseph",male,50.0,0,0,A. 37970,10.35,,S
26523,0,3,"White, John",male,61.0,0,0,25229,6.04,,S
43265,1,1,"Todd, Mildred",female,24.0,0,0,30962,204.44,C9239,S
59151,1,1,"Fullard, Adriana",female,41.0,0,0,PC 33765,14.42,C13116,C
17291,0,2,"Smith, Brittany",female,72.0,0,0,47239,11.47,,C
88600,0,2,"Soto, Louise",female,66.0,0,1,SC/AH 10079,31.32,,S
5599,0,3,"Smith, Arthur",male,31.0,0,0,57542,10.28,,S
75007,0,3,"Barb, Jim",male,65.0,0,0,436052,19.05,,S
17214,0,3,"Chrisman, Robert",male,7.0,1,2,22302,35.0,,S
45813,1,2,"Schramm, Jennifer",female,,2,0,,9.15,,S
9118,1,2,"Malone, Cathy",female,48.0,0,0,9971,24.21,,C
59312,1,3,"Leblanc, Pamela",female,10.0,0,0,24586,27.96,,C
49229,1,2,"Sanchez, Cora",female,4.0,1,2,471654,30.47,,C
32274,0,2,"Jackson, Robert",male,48.0,0,0,41095,4.9,,S
56871,1,1,"White, Cheryl",female,12.0,0,1,458505,30.53,,S
57971,0,1,"Shiever, John",male,20.0,2,0,444764,25.95,C3759,S
27260,0,2,"Porter, Michael",male,5.0,1,1,448156,36.3,,S
22468,0,2,"Pickle, Norma",female,19.0,0,0,A. 434068,11.42,,S
30539,0,3,"Dunn, Joe",male,44.0,0,0,3569739,9.35,,S
20207,0,2,"Hoag, Sean",female,28.0,0,4,A. 447171,10.5,,S
56998,1,2,"Sorensen, Dan",male,25.0,0,0,11395,26.18,,S
6189,1,1,"Daniels, Sylvia",female,49.0,1,0,202833,275.99,B12749,C
69736,0,3,"Guest, Nora",female,26.0,0,0,A/5 ,10.41,,S
39901,1,2,"Allen, Ruby",female,75.0,0,0,327824,22.06,,S
37400,0,1,"Moore, Tara",female,59.0,0,2,3776326,52.57,A10501,
90605,1,3,"Stones, Janice",female,11.0,0,2,W./C. ,11.68,,S
61982,1,1,"Sepulveda, Kathy",female,66.0,0,0,195647,65.64,B5665,Q
2661,0,3,"Shaw, Barbara",female,10.0,1,2,473269,31.18,,S
22100,1,1,"Shepard, Carie",female,31.0,0,0,28859,190.95,C8952,S
62862,0,3,"Hunt, Joseph",male,45.0,0,0,211496,11.13,,S
89423,1,2,"Weiss, Ronnie",male,55.0,0,0,24729,21.05,,S
76746,1,1,"Garcia, Jeffrey",male,56.0,0,2,PC 13289,188.56,A10648,S
52000,1,2,"Moore, Catherine",female,12.0,0,0,38128,28.34,,C
58973,1,1,"Williams, Crystal",female,56.0,1,2,21193,28.62,B7295,S
22564,0,3,"Sanderson, Anthony",male,47.0,1,1,A/5 371339,14.28,,S
61107,0,3,"Ruhlin, Derick",male,34.0,0,0,13557,8.12,,S
64411,0,3,"Ehrhart, Theresa",female,17.0,0,0,447446,7.77,,S
74937,0,1,"Martinez, Ruby",female,21.0,0,2,463350,61.04,C12813,C
82011,0,1,"Mitchell, Mark",male,35.0,0,0,PC 27937,12.05,A4834,S
49948,0,2,"Stewart, Christopher",male,22.0,0,0,236815,11.95,,S
79701,1,2,"Rogers, Kelly",female,41.0,0,0,20888,24.03,,C
34954,0,2,"Espinoza, Glenn",male,45.0,0,0,37663,7.69,,S
37646,1,1,"Horn, Sean",male,69.0,0,2,PC 40340,27.47,C21671,Q
25868,0,3,"Brown, Meredith",female,27.0,1,1,44963,32.49,,S
65030,0,3,"Hansen, George",male,53.0,0,0,C.A. 4240614,9.37,,S
34068,1,2,"Jackson, Michael",male,5.0,0,0,,9.04,,S
10292,0,2,"Hennings, Michael",male,46.0,0,0,P/PP 3936500,29.31,,S
68302,0,3,"Hayes, Elsie",female,11.0,0,2,,9.79,,S
39442,0,3,"Taylor, Edmund",male,51.0,0,0,209978,13.58,,S
70680,1,1,"Mccaw, Molly",female,48.0,1,0,PC 25279,13.3,C20193,C
19321,1,3,"Campbell, Imelda",female,40.5,0,0,350344,5.75,,C
59522,0,1,"Drouillard, Hector",male,51.0,0,0,189719,30.04,C14441,S
64547,0,2,"Saysongkham, Brian",male,40.0,0,0,30668,5.53,,S
70068,0,3,"Humphries, Calvin",male,24.0,0,0,28863,83.79,,S
31832,0,3,"Clark, Mildred",female,51.0,0,0,433874,22.02,B20161,C
98856,0,1,"Davis, William",male,3.0,1,2,PC 214208,254.56,B7701,S
73268,1,2,"Brown, Debra",female,65.0,2,1,10679,22.49,E18792,C
40599,1,1,"Ramos, Myrna",female,66.0,0,1,346848,25.08,C14062,C
39520,0,3,"Prescott, Christopher",male,35.0,0,0,22660,8.93,,S
40760,0,3,"Harrison, Donna",female,39.0,1,0,C.A. 23969,10.0,,S
32542,1,1,"Caines, Doreen",female,50.0,0,1,PC 22450,76.18,B3879,C
92774,1,2,"Rodriquez, Kristi",female,30.0,0,0,440760,28.19,,S
54990,1,3,"Robinson, Rose",female,0.25,1,2,11760,20.09,,C
88252,0,1,"Wright, Christopher",male,49.0,0,0,SW/PP 30015,170.26,A22894,S
51626,1,2,"Waldschmidt, Sara",female,57.0,0,0,9978,29.96,,C
46315,0,2,"Smith, James",male,12.0,0,0,CA. 10523,27.24,,S
92856,1,1,"Unknow, Enrique",male,9.0,0,0,PC 20944,34.23,C3113,C
93694,0,3,"Mills, Danny",male,63.0,0,0,466019,6.84,,S
93259,0,1,"Villalobos, Joseph",male,61.0,0,0,SC/PARIS 27439,28.07,C10680,C
41731,0,2,"Postlewait, Ricky",male,28.0,0,3,A. 299519,9.97,,S
86810,0,2,"Landi, Shirley",female,46.0,0,0,218984,13.87,,S
79330,0,3,"Carrasco, William",male,22.0,0,0,46435,8.68,,S
19163,1,3,"Chandler, Kari",female,8.0,1,2,10484,10.56,,S
34362,0,1,"Lewis, Helen",female,27.0,1,0,26962,74.54,A9916,S
78696,0,2,"Comfort, Anna",female,54.0,0,0,12030,14.25,,S
51159,1,1,"Otto, Daisy",female,46.0,0,0,PC 26495,207.39,C15098,S
89469,1,1,"Ellison, Gwendolyn",female,29.0,2,2,22623,34.07,C7261,C
1955,0,3,"Jaco, James",male,25.0,0,0,11939,8.19,,S
4349,0,3,"Rios, Olga",female,50.0,0,0,PC 340839,27.91,A9131,C
14562,1,3,"Cork, Barbara",female,5.0,0,0,PP 513496,10.01,G16337,S
25810,0,3,"Duppstadt, Jamar",male,22.0,0,0,11258,11.78,,S
29455,1,3,"Butler, James",male,22.0,0,1,W.E.P. 28373,9.13,,S
59854,1,2,"Robichaud, Walter",male,9.0,2,0,8387,26.74,,S
6884,0,3,"Green, Loretta",female,48.0,1,1,446997,30.4,,S
19445,0,2,"Gross, Eldridge",male,37.0,0,0,199672,29.16,,S
92879,1,2,"Poor, Winnie",female,57.0,0,0,473632,8.35,,C
42682,1,2,"Bartholomew, Julia",female,40.0,1,0,19984,9.25,,S
33368,1,2,"Smith, Christina",female,73.0,0,1,33378,33.71,,C
94665,1,1,"Davis, Henrietta",female,24.0,0,0,459509,36.8,,C
98258,0,3,"Anderson, Edwin",male,26.0,0,0,196851,11.12,,S
79285,0,3,"Longstreet, Daniel",male,54.0,0,0,403179,12.38,,S
16504,0,2,"Hager, Tracy",male,26.0,0,0,A. 336166,7.37,,S
35346,0,3,"Winchell, Vance",male,43.0,0,0,A. 462878,7.89,,S
30407,0,3,"Nelson, Patrick",male,23.0,0,0,3965354,9.41,,S
83186,1,2,"Andrade, Sandy",female,13.0,0,0,441584,26.05,,C
63509,1,1,"Nelson, Craig",male,19.0,1,0,25331,65.18,A17993,S
74855,0,1,"Delaney, Gail",female,35.0,0,0,413578,24.59,B3644,Q
78266,0,3,"Juenemann, Michael",male,22.0,5,0,460580,11.45,,S
49303,0,3,"Lavalle, Ryan",male,23.0,0,0,A/5. 313491,9.0,,S
97928,0,3,"Vogel, Tammi",female,9.0,1,0,200399,14.54,,S
64112,1,1,"Burris, Lolita",female,46.0,1,0,SC/Paris 41134,206.78,D12901,C
87001,0,1,"Keats, Hugh",male,40.0,1,2,PC 13436,72.44,B20434,S
3407,0,1,"Winget, Gerard",male,36.0,0,1,SC/Paris 26363,32.05,C6309,C
47271,0,3,"Bealer, Diana",female,51.0,0,0,61560,12.02,,S
84245,0,3,"Henderson, Richard",male,54.0,0,0,12098,9.27,,S
22022,1,2,"Milian, Sandra",female,66.0,0,1,475434,31.47,,S
7421,0,3,"Ferraro, Anthony",male,29.0,0,0,SOTON/O.Q. 13560,9.07,,S
46446,0,1,"Davis, Omar",male,1.0,1,2,16325,25.02,A16820,S
8510,0,2,"Padgett, Matthew",male,29.0,3,0,461290,10.47,A8827,S
22005,1,1,"Arroyo, Cara",female,57.0,2,0,A./5. 486259,30.26,E21359,C
51862,0,1,"Causey, Gertrude",female,59.0,1,0,183533,70.0,B15527,C
26112,0,3,"Booker, Earl",male,26.0,0,0,11004,9.52,,S
47,0,1,"Welch, William",male,43.0,0,0,453379,61.21,D1695,S
90074,0,2,"Coffman, Raymond",male,35.0,0,0,416541,11.92,,S
35535,0,2,"Belmont, Claudia",female,52.0,3,0,9971,33.96,,C
98336,0,2,"Jurczyk, Charles",male,60.0,0,0,10781,7.67,,Q
17785,1,2,"Goff, Lillian",female,20.0,0,0,339125,7.82,,S
63588,1,3,"Francis, Mary",female,2.0,1,1,10976,11.39,,S
63584,0,3,"Hargrave, Chad",male,51.0,0,0,A/5 ,7.65,,S
3410,0,1,"Byrd, Bertha",female,24.0,0,0,34857,351.63,,S
99128,0,1,"Wesley, Francisco",male,52.0,1,2,444239,75.12,B11228,S
74632,0,3,"Anderson, Jimmy",male,60.0,0,0,349569,26.92,,S
18846,0,2,"Firestone, Linda",female,27.0,2,0,43468,24.43,,S
16773,1,1,"Griffeth, Janice",female,52.0,0,0,44202,258.44,C6915,C
99248,1,3,"Wright, Kelly",female,2.0,1,2,16150,80.91,,S
42839,0,3,"Moody, Clayton",male,61.0,0,0,39185,26.68,,S
72533,0,3,"Story, Allen",male,22.0,0,0,451254,22.15,,S
71565,1,3,"Lyles, Sherrie",female,28.0,0,0,472050,9.52,,S
98203,1,1,"Mcmichael, Michael",male,41.0,0,0,436118,71.7,B14547,Q
78492,1,3,"Battis, Barbara",female,1.0,1,2,465470,35.52,,S
21756,1,3,"Flicker, Jessica",female,54.0,0,0,A/5. 200176,10.25,,S
99848,0,3,"Klare, Eric",male,23.0,2,1,15791,29.07,,S
2371,0,3,"Moses, Johnny",male,65.0,2,0,12662,30.58,,S
92417,1,1,"Riffel, Jessie",female,32.0,0,0,3941255,77.96,C7751,C
38272,0,3,"Melchior, Jason",male,45.0,0,0,,9.78,,S
64499,1,2,"Mosher, Judith",female,58.0,0,0,11070,6.79,,C
32532,0,2,"Larson, Ronald",male,62.0,0,0,483951,31.61,,S
56478,1,1,"Pocius, Martha",female,63.0,0,0,11398,109.57,C8840,C
69032,1,2,"Turner, Steve",male,31.0,0,0,10098,11.14,,S
99154,0,3,"Sullivan, William",male,32.0,1,0,12490,75.2,,S
921,1,3,"Booth, Victor",male,26.0,0,0,,11.71,,S
23102,1,1,"Todd, Holly",female,38.0,0,0,PC 358574,32.84,C19828,C
1608,1,2,"Butler, Alexandra",female,69.0,0,0,WE/P 18900,55.58,,C
79167,0,2,"Boesiger, Howard",male,60.0,0,0,7031,3.71,,S
93851,0,2,"Coachman, Kelly",female,62.0,0,0,3983021,25.74,,S
93517,1,1,"Rosen, Lillie",female,34.0,0,0,PC 311876,124.47,C19267,C
63962,0,3,"Pizzo, Michael",male,67.0,0,0,42053,10.57,,S
99180,1,2,"Perry, Jason",male,24.0,0,0,S.O./P.P. 34121,8.51,,S
25937,1,1,"Perez, Raven",female,31.0,0,0,29428,33.65,C21262,C
28442,0,3,"Brown, Alexander",male,48.0,0,0,A. 15029,8.86,,S
48152,1,1,"Amundson, Adam",male,46.0,1,0,PC 30302,168.29,B19789,C
89388,0,3,"Mccoggle, Richard",male,52.0,0,0,24308,8.37,,S
64153,1,1,"Miller, Patricia",female,42.0,0,4,PC 408989,35.47,C8762,S
34285,1,2,"Ruiz, Jason",male,49.0,0,0,443469,8.34,,S
88733,0,1,"Anderson, Larry",male,35.0,0,0,13461,26.98,,S
75775,1,3,"Bolin, Ernest",male,52.0,0,0,454740,9.57,,C
85103,0,3,"Hervey, Marshall",male,8.0,0,0,12007,24.84,,S
47342,1,3,"Kestner, Robert",male,62.0,0,0,22496,5.67,,S
55991,0,3,"Day, John",male,46.0,0,0,A. 467671,9.51,,S
64877,1,1,"Barnes, Jason",male,54.0,0,0,30024,282.6,C6954,S
27407,0,2,"Porter, Buddy",male,34.0,0,0,444324,29.86,,S
12825,1,3,"King, James",male,24.0,0,0,,14.24,,S
28995,0,3,"Mcgee, Joann",female,72.0,0,0,320599,5.49,,S
81479,0,1,"Casey, Danny",male,58.0,0,0,PC 215234,85.72,C10738,C
20914,0,3,"Wilson, Raymond",male,50.0,0,0,A/5 ,10.5,,S
51955,1,2,"Valado, Robin",female,26.0,0,0,,31.52,,S
58581,0,1,"Owens, Bonnie",female,24.0,0,0,41746,8.56,,S
80639,0,3,"Ulloa, Cliff",male,26.0,0,0,216657,29.75,,S
90809,1,3,"Palmer, Mary",female,26.0,0,0,56910,16.44,,C
84684,0,1,"Remiszewski, Antonio",female,55.0,0,0,13354,23.71,C8686,Q
42526,1,3,"Mcrae, Steven",male,20.0,0,0,45348,6.68,,S
76771,0,3,"Hendrick, Jacob",male,44.0,0,0,A/5 ,9.26,,S
66462,0,3,"Richmond, Richard",male,24.0,0,1,46033,8.25,,S
46532,1,2,"Dunham, Hazel",female,79.0,0,0,335902,29.1,F22027,C
13356,1,1,"Spicer, Deanna",female,28.0,0,0,PC 242522,219.53,C6342,C
80415,0,3,"Jones, Sherman",male,30.0,1,2,,10.67,,S
28061,0,3,"Toney, James",male,42.0,0,0,28902,25.06,,S
9489,1,1,"Uppencamp, Donna",female,42.0,1,0,37528,101.49,B7413,S
61482,0,3,"Hazard, Keith",male,66.0,0,0,472981,9.18,,S
84828,1,1,"Blake, Diane",female,68.0,0,4,207484,83.43,B12834,Q
58433,0,3,"Savoy, Ryan",male,62.0,0,0,336141,23.79,,S
329,0,1,"Houston, Thomas",male,49.0,0,2,28833,187.55,A8785,S
75753,0,1,"Chockley, Fay",female,65.0,0,0,29168,21.78,,S
6938,1,2,"Allen, Shannon",female,72.0,0,0,200282,13.02,,S
81790,1,3,"Volz, Karen",female,14.0,0,1,3993069,12.37,,S
16159,1,3,"Warnstaff, Rachel",female,57.0,0,0,37057,6.96,,C
76432,1,3,"Johnson, Terry",male,24.0,0,0,12440,6.65,,S
3582,1,1,"Kepner, Yuonne",female,48.0,0,0,PC 194346,126.25,C8362,C
74475,0,1,"Choi, Gary",male,54.0,0,0,467740,24.82,A15569,S
90359,1,3,"Padilla, Erica",female,59.0,0,0,194570,10.88,,S
15355,1,2,"Harris, Sherri",female,44.0,0,0,33106,25.9,,C
47187,0,2,"Sprinkle, John",male,33.0,0,0,8511,23.25,,S
97045,0,3,"Alejo, Trevor",male,55.0,0,0,443827,7.63,,S
36860,0,2,"Ratzlaff, Wes",male,9.0,2,6,474303,30.63,,S
35166,0,3,"Dalton, William",male,62.0,0,0,475107,29.14,,S
36975,1,3,"Jencks, Nellie",female,33.0,0,0,454185,13.63,,S
15601,0,2,"Cutshall, Scott",male,47.0,0,0,41544,13.14,,S
56346,1,1,"Piper, Amy",female,43.0,0,2,441162,35.57,C22167,C
64300,1,1,"Berger, Karen",female,44.0,0,0,PC 28816,88.47,C8548,S
64209,0,3,"Ohl, James",male,21.0,0,0,23666,8.09,,C
18523,0,3,"Johnson, Michael",male,66.0,0,0,F.C. 480240,26.07,,S
76075,1,2,"Kukauskas, Kelly",female,3.0,2,1,213711,28.74,,S
92301,1,2,"Johnson, Sara",female,44.0,0,0,10179,24.79,,S
45063,0,2,"Delgado, Michael",male,52.0,0,0,5414,7.02,,C
43158,0,3,"Rose, Robert",male,54.0,0,0,354665,8.08,,S
53696,1,2,"Federico, Debra",female,38.0,0,0,473235,34.62,,S
53118,1,3,"Hart, Leonard",male,1.0,1,2,4274158,29.28,,S
4503,1,2,"Bevis, Christy",female,21.0,0,0,A. 452446,8.96,,C
30733,1,2,"Cantu, Margaret",female,53.0,0,0,39954,24.95,,S
8591,0,2,"Henley, Alexander",male,,1,0,12670,34.08,,S
91348,0,2,"Conerly, Mona",female,62.0,1,0,325302,33.91,,S
6774,0,2,"Crane, Kevin",male,8.0,5,1,32613,27.26,,S
4012,0,3,"Howard, Andrew",male,33.0,0,0,446910,15.02,,S
69692,0,2,"Green, Willie",male,63.0,0,0,471882,7.67,,S
30984,1,1,"Martinez, Michal",female,56.0,0,0,407502,30.32,,Q
51188,0,3,"Nieves, Antonio",male,7.0,0,0,W./C. 438509,6.6,,S
16448,0,3,"Liles, Kurt",male,40.0,0,0,336577,22.89,,S
83662,0,3,"Degaetano, Ronald",male,53.0,0,0,11058,28.0,,S
79928,0,3,"Strong, Brian",male,15.0,0,0,332506,52.83,,S
2729,1,2,"Miller, Isabel",female,62.0,0,1,7548,28.78,,S
49757,1,1,"Bledsoe, Judy",female,26.0,1,0,347963,70.12,B21122,S
19764,0,3,"Stanley, Jonathan",male,17.0,0,0,A. 21970,10.39,,S
74468,1,2,"Torres, Jessica",female,30.0,0,0,SC/PARIS 453596,25.4,,C
68756,1,3,"Dominguez, Jacqueline",female,24.0,0,0,43460,24.25,,C
25607,0,3,"Rock, James",male,27.0,0,0,16415,9.67,,S
4076,0,1,"Brody, Michael",male,52.0,0,0,35288,9.66,D16288,S
56981,0,3,"Banks, Ryan",male,49.0,0,0,21658,117.71,,S
53970,0,3,"Phillips, Travis",male,22.0,0,0,20707,5.18,,S
72660,0,3,"Hixson, Phillip",male,7.0,0,4,A. 15494,30.56,,S
81809,1,2,"Friedman, Marcelene",female,62.0,0,0,4064443,34.96,,S
18463,0,1,"Lorenzo, Joe",male,39.0,0,2,PC 11766,63.57,A19153,S
27499,0,3,"Gibbs, Elmer",male,60.0,3,0,416615,19.88,E6818,C
30272,0,3,"Yoder, Donald",male,46.0,4,2,460099,12.35,,S
19226,0,1,"Przewozman, James",male,65.0,0,0,38497,9.07,,S
10713,0,3,"Tovar, Joey",male,39.0,0,0,463226,5.83,,S
75420,0,3,"Mcgrew, Leonard",male,27.0,0,0,504899,9.69,,S
36352,0,3,"Pratt, Frank",male,45.0,0,0,PP 12133,8.24,,S
68401,0,3,"Sutton, Luisa",female,64.0,0,0,26465,29.53,,S
60101,1,2,"Mueller, Maria",female,34.0,2,1,24746,12.07,,S
42329,1,3,"Wellman, Robert",male,49.0,0,0,431337,23.36,,C
39951,1,1,"Nguyen, Lee",female,38.0,0,0,,30.11,E2599,C
73460,1,2,"Harper, Wanda",female,69.0,0,0,,10.38,,C
39642,1,2,"Bernhardt, Sylvia",female,65.0,2,0,11599,20.31,,S
39541,0,1,"Scott, Octavio",male,37.0,1,3,26843,60.23,B16733,Q
8742,1,2,"Singer, Adrian",male,,0,0,8006,37.24,,S
62350,0,3,"Hillman, Brian",male,22.0,0,0,19684,8.88,,S
95723,0,1,"Hatcher, Tony",male,52.0,4,2,479636,25.78,,S
63960,0,3,"Valentine, Ralph",male,57.0,0,0,SOTON/O.Q. 412895,14.5,,S
50611,0,3,"Mullen, James",male,51.0,0,0,S.O./P.P. 25589,12.64,,S
32881,1,1,"Cantrell, Cynthia",female,66.0,0,0,13527,126.21,C5977,C
72234,1,1,"Gomez, Anne",female,26.0,1,0,29972,70.95,,S
74531,0,3,"Ehlers, Betty",female,27.0,0,0,37589,11.26,,S
35679,1,3,"Wheelock, Timothy",male,21.0,0,0,36909,4.67,,S
58455,0,3,"Proctor, Joshua",male,4.0,0,0,STON/O 415379,7.8,,S
38982,1,2,"Kinard, Cynthia",female,,0,0,436559,24.26,,S
17874,0,3,"Simpson, Milan",male,57.0,0,0,319775,10.12,,S
15732,0,1,"Pullman, Bobbie",female,20.0,0,0,STON/O2. 457341,31.56,C13036,C
84425,0,3,"Hollis, Robert",male,65.0,0,0,455398,8.19,,S
15759,0,3,"Hunt, Richard",male,23.0,0,0,SOTON/O.Q. 3956294,10.85,,S
65217,0,3,"Crissman, Tony",male,,0,0,457844,11.36,,S
95491,0,2,"Sylvester, Melissa",female,25.0,0,0,50522,7.45,,C
17394,1,1,"Beauchamp, Roberto",male,46.0,1,1,39685,28.47,,S
84949,1,2,"Black, Jessica",female,39.0,1,1,437087,27.29,,S
86766,0,3,"Fraley, Charles",male,28.0,3,0,SOTON/O.Q. ,12.92,,S
64361,1,1,"Kitchens, Lee",female,58.0,0,0,PC 25979,283.0,C10592,C
96516,0,3,"Blanco, Katherine",female,26.0,0,0,SOTON/O.Q. ,10.52,,S
54653,1,3,"Vines, Jennifer",female,64.0,0,0,,10.76,,S
51674,0,3,"Riner, Raymond",male,31.0,0,0,31210,9.07,,S
14896,0,3,"Moyer, Michael",male,29.0,0,0,422491,6.14,,S
55013,0,2,"Yankee, Keisha",female,,0,2,S.O.C. 12677,77.77,A7446,S
31316,0,3,"Mckibben, Donna",female,59.0,0,0,460041,9.71,,C
51006,0,3,"Day, Leon",male,3.0,0,0,PP 458991,25.41,,S
39788,0,3,"Kemp, Robert",male,33.0,1,2,4006887,29.34,,S
85789,0,3,"Wilder, Mac",male,33.0,0,0,375327,24.79,,S
33398,1,2,"Simonson, Gary",male,41.0,0,0,34800,10.73,,S
90239,1,2,"Braun, Linda",female,54.0,0,0,459190,24.84,,S
87915,0,3,"Diederich, Ruth",female,33.0,0,0,441953,10.16,,S
1908,0,3,"Martinez, Patricia",female,23.0,0,0,446674,8.96,,S
42596,1,2,"Guzman, Linda",female,63.0,2,0,6664,23.78,,S
22179,1,2,"Jensen, Heather",female,6.0,0,1,4063599,31.26,,S
29145,0,3,"Whiteside, Jason",male,1.0,1,2,13288,8.31,,S
67829,1,3,"Wright, Barbara",female,24.0,0,0,438389,13.97,,S
99006,1,1,"Ingram, George",female,45.0,1,0,PC 44844,229.16,C3948,C
62733,0,3,"Dense, Michael",male,39.0,0,2,A. 485844,9.82,,S
4876,0,3,"Sigman, Robert",male,,0,0,37739,9.04,,S
69111,0,3,"Jones, Darren",male,9.0,0,0,44546,27.43,,S
